IdMundial;Fecha;NPartido;Etapa;Grupo;Local;Visita;GL;GV;IndAlargue;GLA;GVA;GLT;GVT;IndPenales;GLP;GVP
FRA1938;12-06-1938;10;CUARTOS;;CUB;SWE;0;8;N;0;0;0;8;N;0;0
FRA1938;12-06-1938;11;CUARTOS;;ITA;FRA;3;1;N;0;0;3;1;N;0;0
FRA1938;12-06-1938;12;CUARTOS;;HUN;CHE;2;0;N;0;0;2;0;N;0;0
FRA1938;12-06-1938;13;CUARTOS;;BRA;CSK;1;1;S;0;0;1;1;N;0;0
FRA1938;14-06-1938;14;CUARTOS;;BRA;CSK;2;1;N;0;0;2;1;N;0;0
FRA1938;16-06-1938;15;SEMI;;HUN;SWE;5;1;N;0;0;5;1;N;0;0
FRA1938;16-06-1938;16;SEMI;;BRA;ITA;1;2;N;0;0;1;2;N;0;0
FRA1938;19-06-1938;17;3LUGAR;;BRA;SWE;4;2;N;0;0;4;2;N;0;0
FRA1938;19-06-1938;18;FINAL;;ITA;HUN;4;2;N;0;0;4;2;N;0;0
FRA1998;10-06-1998;1;FGRUPOS;A;BRA;SCT;2;1;N;0;0;2;1;N;0;0
FRA1998;10-06-1998;2;FGRUPOS;A;MAR;NOR;2;2;N;0;0;2;2;N;0;0
FRA1998;11-06-1998;3;FGRUPOS;B;CMR;AUT;1;1;N;0;0;1;1;N;0;0
FRA1998;11-06-1998;4;FGRUPOS;B;ITA;CHL;2;2;N;0;0;2;2;N;0;0
FRA1998;12-06-1998;5;FGRUPOS;C;SAU;DNK;0;1;N;0;0;0;1;N;0;0
FRA1998;12-06-1998;6;FGRUPOS;C;FRA;ZAF;3;0;N;0;0;3;0;N;0;0
FRA1998;12-06-1998;7;FGRUPOS;D;PRY;BGR;0;0;N;0;0;0;0;N;0;0
FRA1998;13-06-1998;8;FGRUPOS;E;NLD;BEL;0;0;N;0;0;0;0;N;0;0
FRA1998;13-06-1998;9;FGRUPOS;E;KOR;MEX;1;3;N;0;0;1;3;N;0;0
FRA1998;13-06-1998;10;FGRUPOS;D;ESP;NGA;2;3;N;0;0;2;3;N;0;0
FRA1998;14-06-1998;11;FGRUPOS;H;JAM;HRV;1;3;N;0;0;1;3;N;0;0
FRA1998;14-06-1998;12;FGRUPOS;F;YUG;IRN;1;0;N;0;0;1;0;N;0;0
FRA1998;14-06-1998;13;FGRUPOS;H;ARG;JPN;1;0;N;0;0;1;0;N;0;0
FRA1998;15-06-1998;14;FGRUPOS;F;DEU;USA;2;0;N;0;0;2;0;N;0;0
FRA1998;15-06-1998;15;FGRUPOS;G;ROU;COL;1;0;N;0;0;1;0;N;0;0
FRA1998;15-06-1998;16;FGRUPOS;G;GBR;TUN;2;0;N;0;0;2;0;N;0;0
FRA1998;16-06-1998;17;FGRUPOS;A;SCT;NOR;1;1;N;0;0;1;1;N;0;0
FRA1998;16-06-1998;18;FGRUPOS;A;BRA;MAR;3;0;N;0;0;3;0;N;0;0
FRA1998;17-06-1998;19;FGRUPOS;B;CHL;AUT;1;1;N;0;0;1;1;N;0;0
FRA1998;17-06-1998;20;FGRUPOS;B;ITA;CMR;3;0;N;0;0;3;0;N;0;0
FRA1998;18-06-1998;21;FGRUPOS;C;FRA;SAU;4;0;N;0;0;4;0;N;0;0
FRA1998;18-06-1998;22;FGRUPOS;C;ZAF;DNK;1;1;N;0;0;1;1;N;0;0
FRA1998;19-06-1998;23;FGRUPOS;D;NGA;BGR;1;0;N;0;0;1;0;N;0;0
FRA1998;19-06-1998;24;FGRUPOS;D;ESP;PRY;0;0;N;0;0;0;0;N;0;0
FRA1998;20-06-1998;25;FGRUPOS;E;NLD;KOR;5;0;N;0;0;5;0;N;0;0
FRA1998;20-06-1998;26;FGRUPOS;E;BEL;MEX;2;2;N;0;0;2;2;N;0;0
FRA1998;20-06-1998;27;FGRUPOS;H;JPN;HRV;0;1;N;0;0;0;1;N;0;0
FRA1998;21-06-1998;28;FGRUPOS;H;ARG;JAM;5;0;N;0;0;5;0;N;0;0
FRA1998;21-06-1998;29;FGRUPOS;F;DEU;YUG;2;2;N;0;0;2;2;N;0;0
FRA1998;21-06-1998;30;FGRUPOS;F;USA;IRN;1;2;N;0;0;1;2;N;0;0
FRA1998;22-06-1998;31;FGRUPOS;G;COL;TUN;1;0;N;0;0;1;0;N;0;0
FRA1998;22-06-1998;32;FGRUPOS;G;ROU;GBR;2;1;N;0;0;2;1;N;0;0
FRA1998;23-06-1998;33;FGRUPOS;B;ITA;AUT;2;1;N;0;0;2;1;N;0;0
FRA1998;23-06-1998;34;FGRUPOS;A;SCT;MAR;0;3;N;0;0;0;3;N;0;0
FRA1998;23-06-1998;35;FGRUPOS;A;BRA;NOR;1;2;N;0;0;1;2;N;0;0
FRA1998;23-06-1998;36;FGRUPOS;B;CHL;CMR;1;1;N;0;0;1;1;N;0;0
FRA1998;24-06-1998;37;FGRUPOS;D;ESP;BGR;6;1;N;0;0;6;1;N;0;0
FRA1998;24-06-1998;38;FGRUPOS;C;FRA;DNK;2;1;N;0;0;2;1;N;0;0
FRA1998;24-06-1998;39;FGRUPOS;D;NGA;PRY;1;3;N;0;0;1;3;N;0;0
FRA1998;24-06-1998;40;FGRUPOS;C;ZAF;SAU;2;2;N;0;0;2;2;N;0;0
FRA1998;25-06-1998;41;FGRUPOS;E;BEL;KOR;1;1;N;0;0;1;1;N;0;0
FRA1998;25-06-1998;42;FGRUPOS;E;NLD;MEX;2;2;N;0;0;2;2;N;0;0
FRA1998;25-06-1998;43;FGRUPOS;F;DEU;IRN;2;0;N;0;0;2;0;N;0;0
FRA1998;25-06-1998;44;FGRUPOS;F;USA;YUG;0;1;N;0;0;0;1;N;0;0
FRA1998;26-06-1998;45;FGRUPOS;G;ROU;TUN;1;1;N;0;0;1;1;N;0;0
FRA1998;26-06-1998;46;FGRUPOS;G;COL;GBR;0;2;N;0;0;0;2;N;0;0
FRA1998;26-06-1998;47;FGRUPOS;H;JPN;JAM;1;2;N;0;0;1;2;N;0;0
FRA1998;26-06-1998;48;FGRUPOS;H;ARG;HRV;1;0;N;0;0;1;0;N;0;0
FRA1998;27-06-1998;49;OCTAVOS;;BRA;CHL;4;1;N;0;0;4;1;N;0;0
FRA1998;27-06-1998;50;OCTAVOS;;ITA;NOR;1;0;N;0;0;1;0;N;0;0
FRA1998;28-06-1998;51;OCTAVOS;;NGA;DNK;1;4;N;0;0;1;4;N;0;0
FRA1998;28-06-1998;52;OCTAVOS;;FRA;PRY;0;0;S;1;0;1;0;N;0;0
FRA1998;29-06-1998;53;OCTAVOS;;DEU;MEX;2;1;N;0;0;2;1;N;0;0
FRA1998;29-06-1998;54;OCTAVOS;;NLD;YUG;2;1;N;0;0;2;1;N;0;0
FRA1998;30-06-1998;55;OCTAVOS;;ARG;GBR;2;2;S;0;0;2;2;S;4;3
FRA1998;30-06-1998;56;OCTAVOS;;ROU;HRV;0;1;N;0;0;0;1;N;0;0
FRA1998;03-07-1998;57;CUARTOS;;ITA;FRA;0;0;S;0;0;0;0;S;3;4
FRA1998;03-07-1998;58;CUARTOS;;BRA;DNK;3;2;N;0;0;3;2;N;0;0
FRA1998;04-07-1998;59;CUARTOS;;DEU;HRV;0;3;N;0;0;0;3;N;0;0
FRA1998;04-07-1998;60;CUARTOS;;NLD;ARG;2;1;N;0;0;2;1;N;0;0
FRA1998;07-07-1998;61;SEMI;;BRA;NLD;1;1;S;0;0;1;1;S;4;2
FRA1998;08-07-1998;62;SEMI;;FRA;HRV;2;1;N;0;0;2;1;N;0;0
FRA1998;11-07-1998;63;3LUGAR;;NLD;HRV;1;2;N;0;0;1;2;N;0;0
FRA1998;12-07-1998;64;FINAL;;BRA;FRA;0;3;N;0;0;0;3;N;0;0
GBR1966;11-07-1966;1;FGRUPOS;1;GBR;URY;0;0;N;0;0;0;0;N;0;0
GBR1966;12-07-1966;2;FGRUPOS;2;RFA;CHE;5;0;N;0;0;5;0;N;0;0
GBR1966;12-07-1966;3;FGRUPOS;4;SUN;PRK;3;0;N;0;0;3;0;N;0;0
GBR1966;12-07-1966;4;FGRUPOS;3;BRA;BGR;2;0;N;0;0;2;0;N;0;0
GBR1966;13-07-1966;5;FGRUPOS;1;FRA;MEX;1;1;N;0;0;1;1;N;0;0
GBR1966;13-07-1966;6;FGRUPOS;4;ITA;CHL;2;0;N;0;0;2;0;N;0;0
GBR1966;13-07-1966;7;FGRUPOS;3;PRT;HUN;3;1;N;0;0;3;1;N;0;0
GBR1966;13-07-1966;8;FGRUPOS;2;ARG;ESP;2;1;N;0;0;2;1;N;0;0
GBR1966;15-07-1966;9;FGRUPOS;1;URY;FRA;2;1;N;0;0;2;1;N;0;0
GBR1966;15-07-1966;10;FGRUPOS;3;HUN;BRA;3;1;N;0;0;3;1;N;0;0
GBR1966;15-07-1966;11;FGRUPOS;2;ESP;CHE;2;1;N;0;0;2;1;N;0;0
GBR1966;15-07-1966;12;FGRUPOS;4;PRK;CHL;1;1;N;0;0;1;1;N;0;0
GBR1966;16-07-1966;13;FGRUPOS;3;PRT;BGR;3;0;N;0;0;3;0;N;0;0
GBR1966;16-07-1966;14;FGRUPOS;2;RFA;ARG;0;0;N;0;0;0;0;N;0;0
GBR1966;16-07-1966;15;FGRUPOS;4;SUN;ITA;1;0;N;0;0;1;0;N;0;0
GBR1966;16-07-1966;16;FGRUPOS;1;GBR;MEX;2;0;N;0;0;2;0;N;0;0
GBR1966;19-07-1966;17;FGRUPOS;3;PRT;BRA;3;1;N;0;0;3;1;N;0;0
GBR1966;19-07-1966;18;FGRUPOS;1;URY;MEX;0;0;N;0;0;0;0;N;0;0
GBR1966;19-07-1966;19;FGRUPOS;2;ARG;CHE;2;0;N;0;0;2;0;N;0;0
GBR1966;19-07-1966;20;FGRUPOS;4;PRK;ITA;1;0;N;0;0;1;0;N;0;0
GBR1966;20-07-1966;21;FGRUPOS;1;GBR;FRA;2;0;N;0;0;2;0;N;0;0
GBR1966;20-07-1966;22;FGRUPOS;2;RFA;ESP;2;1;N;0;0;2;1;N;0;0
GBR1966;20-07-1966;23;FGRUPOS;4;SUN;CHL;2;1;N;0;0;2;1;N;0;0
GBR1966;20-07-1966;24;FGRUPOS;3;HUN;BGR;3;1;N;0;0;3;1;N;0;0
GBR1966;23-07-1966;25;CUARTOS;;PRT;PRK;5;3;N;0;0;5;3;N;0;0
GBR1966;23-07-1966;26;CUARTOS;;GBR;ARG;1;0;N;0;0;1;0;N;0;0
GBR1966;23-07-1966;27;CUARTOS;;RFA;URY;4;0;N;0;0;4;0;N;0;0
GBR1966;23-07-1966;28;CUARTOS;;SUN;HUN;2;1;N;0;0;2;1;N;0;0
GBR1966;25-07-1966;29;SEMI;;RFA;SUN;2;1;N;0;0;2;1;N;0;0
GBR1966;26-07-1966;30;SEMI;;GBR;PRT;2;1;N;0;0;2;1;N;0;0
GBR1966;28-07-1966;31;3LUGAR;;PRT;SUN;2;1;N;0;0;2;1;N;0;0
GBR1966;30-07-1966;32;FINAL;;GBR;RFA;2;2;S;2;0;4;2;N;0;0
ITA1934;27-05-1934;1;OCTAVOS;;DEU;BEL;5;2;N;0;0;5;2;N;0;0
ITA1934;27-05-1934;2;OCTAVOS;;SWE;ARG;3;2;N;0;0;3;2;N;0;0
ITA1934;27-05-1934;3;OCTAVOS;;ITA;USA;7;1;N;0;0;7;1;N;0;0
ITA1934;27-05-1934;4;OCTAVOS;;HUN;EGY;4;2;N;0;0;4;2;N;0;0
ITA1934;27-05-1934;5;OCTAVOS;;ESP;BRA;3;1;N;0;0;3;1;N;0;0
ITA1934;27-05-1934;6;OCTAVOS;;CSK;ROU;2;1;N;0;0;2;1;N;0;0
ITA1934;27-05-1934;7;OCTAVOS;;CHE;NLD;3;2;N;0;0;3;2;N;0;0
ITA1934;27-05-1934;8;OCTAVOS;;AUT;FRA;1;1;S;2;1;3;2;N;0;0
ITA1934;31-05-1934;9;CUARTOS;;CSK;CHE;3;2;N;0;0;3;2;N;0;0
ITA1934;31-05-1934;10;CUARTOS;;AUT;HUN;2;1;N;0;0;2;1;N;0;0
ITA1934;31-05-1934;11;CUARTOS;;DEU;SWE;2;1;N;0;0;2;1;N;0;0
ITA1934;31-05-1934;12;CUARTOS;;ITA;ESP;1;1;S;0;0;1;1;N;0;0
ITA1934;01-06-1934;13;CUARTOS;;ITA;ESP;1;0;N;0;0;1;0;N;0;0
ITA1934;03-06-1934;14;SEMI;;CSK;DEU;3;1;N;0;0;3;1;N;0;0
ITA1934;03-06-1934;15;SEMI;;ITA;AUT;1;0;N;0;0;1;0;N;0;0
ITA1934;07-06-1934;16;3LUGAR;;AUT;DEU;2;3;N;0;0;2;3;N;0;0
ITA1934;10-06-1934;17;FINAL;;ITA;CSK;1;1;S;1;0;2;1;N;0;0
ITA1990;08-06-1990;1;FGRUPOS;B;ARG;CMR;0;1;N;0;0;0;1;N;0;0
ITA1990;09-06-1990;2;FGRUPOS;B;SUN;ROU;0;2;N;0;0;0;2;N;0;0
ITA1990;09-06-1990;3;FGRUPOS;A;ITA;AUT;1;0;N;0;0;1;0;N;0;0
ITA1990;09-06-1990;4;FGRUPOS;D;ARE;COL;0;2;N;0;0;0;2;N;0;0
ITA1990;10-06-1990;5;FGRUPOS;A;USA;CSK;1;5;N;0;0;1;5;N;0;0
ITA1990;10-06-1990;6;FGRUPOS;C;BRA;SWE;2;1;N;0;0;2;1;N;0;0
ITA1990;10-06-1990;7;FGRUPOS;D;RFA;YUG;4;1;N;0;0;4;1;N;0;0
ITA1990;11-06-1990;8;FGRUPOS;C;CRI;SCT;1;0;N;0;0;1;0;N;0;0
ITA1990;11-06-1990;9;FGRUPOS;F;GBR;IRL;1;1;N;0;0;1;1;N;0;0
ITA1990;12-06-1990;10;FGRUPOS;E;BEL;KOR;2;0;N;0;0;2;0;N;0;0
ITA1990;12-06-1990;11;FGRUPOS;F;NLD;EGY;1;1;N;0;0;1;1;N;0;0
ITA1990;13-06-1990;12;FGRUPOS;E;URY;ESP;0;0;N;0;0;0;0;N;0;0
ITA1990;13-06-1990;13;FGRUPOS;B;ARG;SUN;2;0;N;0;0;2;0;N;0;0
ITA1990;14-06-1990;14;FGRUPOS;D;YUG;COL;1;0;N;0;0;1;0;N;0;0
ITA1990;14-06-1990;15;FGRUPOS;A;ITA;USA;1;0;N;0;0;1;0;N;0;0
ITA1990;14-06-1990;16;FGRUPOS;B;CMR;ROU;2;1;N;0;0;2;1;N;0;0
ITA1990;15-06-1990;17;FGRUPOS;A;AUT;CSK;0;1;N;0;0;0;1;N;0;0
ITA1990;15-06-1990;18;FGRUPOS;D;RFA;ARE;5;1;N;0;0;5;1;N;0;0
ITA1990;16-06-1990;19;FGRUPOS;C;BRA;CRI;1;0;N;0;0;1;0;N;0;0
ITA1990;16-06-1990;20;FGRUPOS;C;SWE;SCT;1;2;N;0;0;1;2;N;0;0
ITA1990;16-06-1990;21;FGRUPOS;F;GBR;NLD;0;0;N;0;0;0;0;N;0;0
ITA1990;17-06-1990;22;FGRUPOS;F;IRL;EGY;0;0;N;0;0;0;0;N;0;0
ITA1990;17-06-1990;23;FGRUPOS;E;BEL;URY;3;1;N;0;0;3;1;N;0;0
ITA1990;17-06-1990;24;FGRUPOS;E;KOR;ESP;1;3;N;0;0;1;3;N;0;0
ITA1990;18-06-1990;25;FGRUPOS;B;ARG;ROU;1;1;N;0;0;1;1;N;0;0
ITA1990;18-06-1990;26;FGRUPOS;B;CMR;SUN;0;4;N;0;0;0;4;N;0;0
ITA1990;19-06-1990;27;FGRUPOS;D;RFA;COL;1;1;N;0;0;1;1;N;0;0
ITA1990;19-06-1990;28;FGRUPOS;D;YUG;ARE;4;1;N;0;0;4;1;N;0;0
ITA1990;19-06-1990;29;FGRUPOS;A;ITA;CSK;2;0;N;0;0;2;0;N;0;0
ITA1990;19-06-1990;30;FGRUPOS;A;AUT;USA;2;1;N;0;0;2;1;N;0;0
ITA1990;20-06-1990;31;FGRUPOS;C;BRA;SCT;1;0;N;0;0;1;0;N;0;0
ITA1990;20-06-1990;32;FGRUPOS;C;SWE;CRI;1;2;N;0;0;1;2;N;0;0
ITA1990;21-06-1990;33;FGRUPOS;E;BEL;ESP;1;2;N;0;0;1;2;N;0;0
ITA1990;21-06-1990;34;FGRUPOS;E;KOR;URY;0;1;N;0;0;0;1;N;0;0
ITA1990;21-06-1990;35;FGRUPOS;F;GBR;EGY;1;0;N;0;0;1;0;N;0;0
ITA1990;21-06-1990;36;FGRUPOS;F;IRL;NLD;1;1;N;0;0;1;1;N;0;0
ITA1990;23-06-1990;37;OCTAVOS;;CMR;COL;0;0;S;2;1;2;1;N;0;0
ITA1990;23-06-1990;38;OCTAVOS;;CSK;CRI;4;1;N;0;0;4;1;N;0;0
ITA1990;24-06-1990;39;OCTAVOS;;BRA;ARG;0;1;N;0;0;0;1;N;0;0
ITA1990;24-06-1990;40;OCTAVOS;;RFA;NLD;2;1;N;0;0;2;1;N;0;0
ITA1990;25-06-1990;41;OCTAVOS;;IRL;ROU;0;0;S;0;0;0;0;S;5;4
ITA1990;25-06-1990;42;OCTAVOS;;ITA;URY;2;0;N;0;0;2;0;N;0;0
ITA1990;26-06-1990;43;OCTAVOS;;ESP;YUG;1;1;S;0;1;1;2;N;0;0
ITA1990;26-06-1990;44;OCTAVOS;;GBR;BEL;0;0;S;1;0;1;0;N;0;0
ITA1990;30-06-1990;45;CUARTOS;;ARG;YUG;0;0;S;0;0;0;0;S;3;2
ITA1990;30-06-1990;46;CUARTOS;;ITA;IRL;1;0;N;0;0;1;0;N;0;0
ITA1990;01-07-1990;47;CUARTOS;;RFA;CSK;1;0;N;0;0;1;0;N;0;0
ITA1990;01-07-1990;48;CUARTOS;;CMR;GBR;2;2;S;0;1;2;3;N;0;0
ITA1990;03-07-1990;49;SEMI;;ITA;ARG;1;1;S;0;0;1;1;S;3;4
ITA1990;04-07-1990;50;SEMI;;GBR;RFA;1;1;S;0;0;1;1;S;3;4
ITA1990;07-07-1990;51;3LUGAR;;ITA;GBR;2;1;N;0;0;2;1;N;0;0
ITA1990;08-07-1990;52;FINAL;;ARG;RFA;0;1;N;0;0;0;1;N;0;0
KOR2002;31-05-2002;1;FGRUPOS;A;FRA;SEN;0;1;N;0;0;0;1;N;0;0
KOR2002;01-06-2002;2;FGRUPOS;E;IRL;CMR;1;1;N;0;0;1;1;N;0;0
KOR2002;01-06-2002;3;FGRUPOS;A;URY;DNK;1;2;N;0;0;1;2;N;0;0
KOR2002;01-06-2002;4;FGRUPOS;E;DEU;SAU;8;0;N;0;0;8;0;N;0;0
KOR2002;02-06-2002;5;FGRUPOS;F;GBR;SWE;1;1;N;0;0;1;1;N;0;0
KOR2002;02-06-2002;6;FGRUPOS;B;PRY;ZAF;2;2;N;0;0;2;2;N;0;0
KOR2002;02-06-2002;7;FGRUPOS;F;ARG;NGA;1;0;N;0;0;1;0;N;0;0
KOR2002;02-06-2002;8;FGRUPOS;B;ESP;SVN;3;1;N;0;0;3;1;N;0;0
KOR2002;03-06-2002;9;FGRUPOS;G;HRV;MEX;0;1;N;0;0;0;1;N;0;0
KOR2002;03-06-2002;10;FGRUPOS;C;BRA;TUR;2;1;N;0;0;2;1;N;0;0
KOR2002;03-06-2002;11;FGRUPOS;G;ITA;ECU;2;0;N;0;0;2;0;N;0;0
KOR2002;04-06-2002;12;FGRUPOS;C;CHN;CRI;0;2;N;0;0;0;2;N;0;0
KOR2002;04-06-2002;13;FGRUPOS;H;JPN;BEL;2;2;N;0;0;2;2;N;0;0
KOR2002;04-06-2002;14;FGRUPOS;D;KOR;POL;2;0;N;0;0;2;0;N;0;0
KOR2002;05-06-2002;15;FGRUPOS;H;RUS;TUN;2;0;N;0;0;2;0;N;0;0
KOR2002;05-06-2002;16;FGRUPOS;D;USA;PRT;3;2;N;0;0;3;2;N;0;0
KOR2002;05-06-2002;17;FGRUPOS;E;DEU;IRL;1;1;N;0;0;1;1;N;0;0
KOR2002;06-06-2002;18;FGRUPOS;A;FRA;URY;0;0;N;0;0;0;0;N;0;0
KOR2002;06-06-2002;19;FGRUPOS;E;CMR;SAU;1;0;N;0;0;1;0;N;0;0
KOR2002;06-06-2002;20;FGRUPOS;A;DNK;SEN;1;1;N;0;0;1;1;N;0;0
KOR2002;07-06-2002;21;FGRUPOS;F;SWE;NGA;2;1;N;0;0;2;1;N;0;0
KOR2002;07-06-2002;22;FGRUPOS;B;ESP;PRY;3;1;N;0;0;3;1;N;0;0
KOR2002;07-06-2002;23;FGRUPOS;F;ARG;GBR;0;1;N;0;0;0;1;N;0;0
KOR2002;08-06-2002;24;FGRUPOS;B;ZAF;SVN;1;0;N;0;0;1;0;N;0;0
KOR2002;08-06-2002;25;FGRUPOS;G;ITA;HRV;1;2;N;0;0;1;2;N;0;0
KOR2002;08-06-2002;26;FGRUPOS;C;BRA;CHN;4;0;N;0;0;4;0;N;0;0
KOR2002;09-06-2002;27;FGRUPOS;G;MEX;ECU;2;1;N;0;0;2;1;N;0;0
KOR2002;09-06-2002;28;FGRUPOS;C;CRI;TUR;1;1;N;0;0;1;1;N;0;0
KOR2002;09-06-2002;29;FGRUPOS;H;JPN;RUS;1;0;N;0;0;1;0;N;0;0
KOR2002;10-06-2002;30;FGRUPOS;D;KOR;USA;1;1;N;0;0;1;1;N;0;0
KOR2002;10-06-2002;31;FGRUPOS;H;TUN;BEL;1;1;N;0;0;1;1;N;0;0
KOR2002;10-06-2002;32;FGRUPOS;D;PRT;POL;4;0;N;0;0;4;0;N;0;0
KOR2002;11-06-2002;33;FGRUPOS;A;DNK;FRA;2;0;N;0;0;2;0;N;0;0
KOR2002;11-06-2002;34;FGRUPOS;A;SEN;URY;3;3;N;0;0;3;3;N;0;0
KOR2002;11-06-2002;35;FGRUPOS;E;CMR;DEU;0;2;N;0;0;0;2;N;0;0
KOR2002;11-06-2002;36;FGRUPOS;E;SAU;IRL;0;3;N;0;0;0;3;N;0;0
KOR2002;12-06-2002;37;FGRUPOS;F;SWE;ARG;1;1;N;0;0;1;1;N;0;0
KOR2002;12-06-2002;38;FGRUPOS;F;NGA;GBR;0;0;N;0;0;0;0;N;0;0
KOR2002;12-06-2002;39;FGRUPOS;B;ZAF;ESP;2;3;N;0;0;2;3;N;0;0
KOR2002;12-06-2002;40;FGRUPOS;B;SVN;PRY;1;3;N;0;0;1;3;N;0;0
KOR2002;13-06-2002;41;FGRUPOS;C;CRI;BRA;2;5;N;0;0;2;5;N;0;0
KOR2002;13-06-2002;42;FGRUPOS;C;TUR;CHN;3;0;N;0;0;3;0;N;0;0
KOR2002;13-06-2002;43;FGRUPOS;G;MEX;ITA;1;1;N;0;0;1;1;N;0;0
KOR2002;13-06-2002;44;FGRUPOS;G;ECU;HRV;1;0;N;0;0;1;0;N;0;0
KOR2002;14-06-2002;45;FGRUPOS;H;TUN;JPN;0;2;N;0;0;0;2;N;0;0
KOR2002;14-06-2002;46;FGRUPOS;H;BEL;RUS;3;2;N;0;0;3;2;N;0;0
KOR2002;14-06-2002;47;FGRUPOS;D;PRT;KOR;0;1;N;0;0;0;1;N;0;0
KOR2002;14-06-2002;48;FGRUPOS;D;POL;USA;3;1;N;0;0;3;1;N;0;0
KOR2002;15-06-2002;49;OCTAVOS;;DEU;PRY;1;0;N;0;0;1;0;N;0;0
KOR2002;15-06-2002;50;OCTAVOS;;DNK;GBR;0;3;N;0;0;0;3;N;0;0
KOR2002;16-06-2002;51;OCTAVOS;;SWE;SEN;1;1;S;0;1;1;2;N;0;0
KOR2002;16-06-2002;52;OCTAVOS;;ESP;IRL;1;1;S;0;0;1;1;S;3;2
KOR2002;17-06-2002;53;OCTAVOS;;MEX;USA;0;2;N;0;0;0;2;N;0;0
KOR2002;17-06-2002;54;OCTAVOS;;BRA;BEL;2;0;N;0;0;2;0;N;0;0
KOR2002;18-06-2002;55;OCTAVOS;;JPN;TUR;0;1;N;0;0;0;1;N;0;0
KOR2002;18-06-2002;56;OCTAVOS;;KOR;ITA;1;1;S;1;0;2;1;N;0;0
KOR2002;21-06-2002;57;CUARTOS;;GBR;BRA;1;2;N;0;0;1;2;N;0;0
KOR2002;21-06-2002;58;CUARTOS;;DEU;USA;1;0;N;0;0;1;0;N;0;0
KOR2002;22-06-2002;59;CUARTOS;;ESP;KOR;0;0;S;0;0;0;0;S;3;5
KOR2002;22-06-2002;60;CUARTOS;;SEN;TUR;0;0;S;0;1;0;1;N;0;0
KOR2002;25-06-2002;61;SEMI;;DEU;KOR;1;0;N;0;0;1;0;N;0;0
KOR2002;26-06-2002;62;SEMI;;BRA;TUR;1;0;N;0;0;1;0;N;0;0
KOR2002;29-06-2002;63;3LUGAR;;KOR;TUR;2;3;N;0;0;2;3;N;0;0
KOR2002;30-06-2002;64;FINAL;;DEU;BRA;0;2;N;0;0;0;2;N;0;0
MEX1970;31-05-1970;1;FGRUPOS;1;MEX;SUN;0;0;N;0;0;0;0;N;0;0
MEX1970;02-06-1970;2;FGRUPOS;3;GBR;ROU;1;0;N;0;0;1;0;N;0;0
MEX1970;02-06-1970;3;FGRUPOS;2;URY;ISR;2;0;N;0;0;2;0;N;0;0
MEX1970;02-06-1970;4;FGRUPOS;4;PER;BGR;3;2;N;0;0;3;2;N;0;0
MEX1970;03-06-1970;5;FGRUPOS;2;ITA;SWE;1;0;N;0;0;1;0;N;0;0
MEX1970;03-06-1970;6;FGRUPOS;4;RFA;MAR;2;1;N;0;0;2;1;N;0;0
MEX1970;03-06-1970;7;FGRUPOS;1;BEL;SLV;3;0;N;0;0;3;0;N;0;0
MEX1970;03-06-1970;8;FGRUPOS;3;BRA;CSK;4;1;N;0;0;4;1;N;0;0
MEX1970;06-06-1970;9;FGRUPOS;4;PER;MAR;3;0;N;0;0;3;0;N;0;0
MEX1970;06-06-1970;10;FGRUPOS;3;ROU;CSK;2;1;N;0;0;2;1;N;0;0
MEX1970;06-06-1970;11;FGRUPOS;1;SUN;BEL;4;1;N;0;0;4;1;N;0;0
MEX1970;06-06-1970;12;FGRUPOS;2;URY;ITA;0;0;N;0;0;0;0;N;0;0
MEX1970;07-06-1970;13;FGRUPOS;2;SWE;ISR;1;1;N;0;0;1;1;N;0;0
MEX1970;07-06-1970;14;FGRUPOS;1;MEX;SLV;4;0;N;0;0;4;0;N;0;0
MEX1970;07-06-1970;15;FGRUPOS;4;RFA;BGR;5;2;N;0;0;5;2;N;0;0
MEX1970;07-06-1970;16;FGRUPOS;3;BRA;GBR;1;0;N;0;0;1;0;N;0;0
MEX1970;10-06-1970;17;FGRUPOS;1;SUN;SLV;2;0;N;0;0;2;0;N;0;0
MEX1970;10-06-1970;18;FGRUPOS;2;SWE;URY;1;0;N;0;0;1;0;N;0;0
MEX1970;10-06-1970;19;FGRUPOS;4;RFA;PER;3;1;N;0;0;3;1;N;0;0
MEX1970;10-06-1970;20;FGRUPOS;3;BRA;ROU;3;2;N;0;0;3;2;N;0;0
MEX1970;11-06-1970;21;FGRUPOS;4;BGR;MAR;1;1;N;0;0;1;1;N;0;0
MEX1970;11-06-1970;22;FGRUPOS;3;GBR;CSK;1;0;N;0;0;1;0;N;0;0
MEX1970;11-06-1970;23;FGRUPOS;1;MEX;BEL;1;0;N;0;0;1;0;N;0;0
MEX1970;11-06-1970;24;FGRUPOS;2;ITA;ISR;0;0;N;0;0;0;0;N;0;0
MEX1970;14-06-1970;25;CUARTOS;;RFA;GBR;2;2;S;1;0;3;2;N;0;0
MEX1970;14-06-1970;26;CUARTOS;;ITA;MEX;4;1;N;0;0;4;1;N;0;0
MEX1970;14-06-1970;27;CUARTOS;;URY;SUN;0;0;S;1;0;1;0;N;0;0
MEX1970;14-06-1970;28;CUARTOS;;BRA;PER;4;2;N;0;0;4;2;N;0;0
